City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Tortoli,IT,39.9256,9.6572,48.02,40,0,6.91,clear sky
700,Palana,RU,59.1167,159.9667,14.79,78,100,16.04,overcast clouds
701,Kisesa,TZ,-3.0833,34.15,67.24,71,49,6.11,light rain
702,Kaseda,JP,31.4167,130.3167,45.63,66,78,21.92,broken clouds
703,Kamenz,DE,51.268,14.0937,40.08,95,100,7.87,overcast clouds
704,Camalu,MX,30.85,-116.0667,64.42,55,1,9.57,clear sky
705,Soyo,AO,-6.1349,12.3689,78.28,88,93,2.1,light rain
706,Bondo,CD,3.8146,23.6866,75.0,57,90,2.66,overcast clouds
707,Berlevag,NO,70.8578,29.0864,30.2,74,75,11.5,broken clouds
708,Sembe,CG,1.6481,14.5806,74.66,78,100,2.33,overcast clouds
709,San Luis,AR,-33.295,-66.3356,67.91,68,64,18.34,broken clouds
710,Khartoum,SD,15.5518,32.5324,77.02,37,1,8.16,clear sky
711,Taber,CA,49.8167,-112.1518,39.07,61,29,13.8,scattered clouds
712,Lesnoy,RU,57.6198,63.0784,17.42,70,32,9.86,scattered clouds
713,Warrington,GB,53.3925,-2.5802,54.45,82,20,3.0,few clouds
714,Sokur,RU,55.2093,83.319,0.0,98,100,7.11,overcast clouds
715,Rapina,EE,58.0981,27.4636,34.09,98,100,6.49,overcast clouds
716,Dandong,CN,40.1292,124.3947,20.21,39,0,2.98,clear sky
717,Rocha,UY,-34.4833,-54.3333,72.72,68,59,11.81,broken clouds
718,Verkhnevilyuysk,RU,63.4453,120.3167,-23.87,98,100,5.26,overcast clouds
719,Saint-Pierre,RE,-21.3393,55.4781,78.48,68,75,11.5,broken clouds
720,Orange Walk,BZ,17.8333,-88.8333,84.06,72,4,5.28,clear sky
